CNFW01002104.1	ERS027644SCcontig002104
CNFW01001441.1	ERS027644SCcontig001441
CP000903.1	FN563149.1
LJPW01000002.1	PcaICMP2855_Contig_114
BBRT01000203.1	NODE_39
GG739947.1	GG749037.1
LCAU01000044.1	UU48_C0044
F6602contig1204.1	LGKH01000230.1
LJRP01000144.1	PttICMP459_Contig_128
AQQZ01000001.1	LDJX01000001.1
JX02_contig_39	LBCR01000004.1
LJCS01000101.1	contig101
JMSO01000239.1	JZAM01000325.1
CNFW01000089.1	ERS027644SCcontig000089
ADGX01000130.1	ctg00344
BHUMctg171	LFMX01000156.1
ADDO01000050.1	LGTK01000049.1
BBRT01000304.1	NODE_666
GG739959.1	GG749049.1
LFYT02000059.1	LimC-II-D5-C59
F6602contig3264.1	LGKH01002519.1
F6602contig919.1	LGKH01005269.1
BRHa_1002768	LADU01000011.1
BHUMctg184	LFMX01000168.1
JMSP01000031.1	contig094
B11479contig503.1	LFVR01000456.1
F6602contig5096.1	LGKH01004554.1
LJDX02000175.1	LJET02000175.1
JYJF01000135.1	contig-134
HK1c0801	JPDT01000800.1
AKJT01000084.1	PMI21_contig_111.111
HK1c2207	JPDT01002204.1
JX07_contig_41	LBNA01000053.1
F6602contig4241.1	LGKH01003605.1
0046	CXWD01000046.1
BBRT01000234.1	NODE_47
LJRD01000379.1	PreICMP16945_Contig_502
CNFW01001417.1	ERS027644SCcontig001417
JZAM01000117.1	LJET02000021.1
HK1c1937	JPDT01001934.1
LJDX02000015.1	LJET02000015.1
F6602contig3279.1	LGKH01002535.1
LDVT01000082.1	contig1373
JMSP01000145.1	LJCS01000105.1
LGDW01000465.1	P435contig68.1
CNFW01003121.1	ERS027644SCcontig003121
LJCS01000225.1	contig225
B11479contig193.1	LFVR01000105.1
CNFW01003641.1	ERS027644SCcontig003641
LGDE01000450.1	P404contig72.1
HK1c2288	JPDT01002285.1
LJPW01000004.1	PcaICMP2855_Contig_182
JYJF01000295.1	contig-295
CNFW01002455.1	ERS027644SCcontig002455
F6602contig4911.1	LGKH01004349.1
AKQN01000003.1	HpM1.contig.2
F6602contig3810.1	LGKH01003126.1
CNFW01004055.1	ERS027644SCcontig004055
LJDX02000195.1	contig274
JZAM01000232.1	LJDX02000149.1
CNFW01003369.1	ERS027644SCcontig003369
F6602contig1465.1	LGKH01000519.1
GL636943.1	GL870938.1
LIUQ01000102.1	contig_443
F6602contig1138.1	LGKH01000156.1
INSLA289_contig_49	LHAT01000049.1
JYJF01000226.1	contig-226
Contig259	LKBH01000178.1
LJPT01000001.1	PatICMP4303_Contig_137
JYJF01000893.1	contig-893
ADDO01000018.1	LITJ01000078.1
JPRF03000016.1	contig_15
CNFW01002499.1	ERS027644SCcontig002499
BRHa_1001763	LADU01000122.1
CP000410.2	CP001219.1
ABDA02000008.1	gcontig_1113129653826
LDNZ01000013.1	NODE_201_contig13
F6602contig2549.1	LGKH01001723.1
BBRT01000120.1	NODE_236
LJPT01000151.1	PatICMP4303_Contig_92
JH414897.1	JH724278.1
LJQL01000357.1	PgyICMP2189_Contig_354
AAOS02000008.1	gcontig_1106166534822
LFQK01000057.1	contig_57
F6602contig253.1	LGKH01001702.1
F6602contig1876.1	LGKH01000975.1
LDVT01000142.1	contig1253
AFNU02000002.1	LGTO01000006.1
CYAV01000047.1	ERS085366SCcontig000047
LJQL01000145.1	PgyICMP2189_Contig_306
F6602contig277.1	LGKH01001968.1
LJQL01000122.1	PgyICMP2189_Contig_274
AMSH01000103.1	JMSP01000110.1
AE004091.2	CP002905.1
LDNZ01000096.1	NODE_201_contig100
AJHJ01000006.1	contig06
AM167904.1	CP003243.1
JMSP01000041.1	LJCS01000123.1
HK1c0984	JPDT01000981.1
CQZO01000133.1	ERS020178SCcontig000133
F6602contig501.1	LGKH01004459.1
JZAM01000123.1	contig123
JYJF01000044.1	contig-43
LJCS01000204.1	LJDX02000118.1
CNFW01001909.1	ERS027644SCcontig001909
AMRN01000027.1	AQQZ01000027.1
LGUP01000318.1	P002contig371.1
HK1c2161	JPDT01002158.1
BACI01000039.1	GOALK039.
F6602contig2604.1	LGKH01001785.1
JXMU01000004.1	contig4
F6602contig3920.1	LGKH01003248.1
LFMW01000031.1	sole5_c51
CVRS01000039.1	RIL183_133
HK1c0733	JPDT01000732.1
LJCS01000213.1	LJDX02000128.1
HK1c2563	JPDT01002560.1
ADDO01000068.1	LITJ01000034.1
JZAM01000139.1	contig139
B11479contig197.1	LFVR01000109.1
JYJF01000267.1	contig-267
CNFW01002161.1	ERS027644SCcontig002161
JYNY01000393.1	SAG1609
LGUP01000407.1	P002contig83.1
HK1c0308	JPDT01000307.1
BBRT01000168.1	NODE_316
JMSO01000335.1	contig285
JMSO01000150.1	contig329
AFNU02000018.1	Contig18
0023	CXPG01000023.1
HK1c0245	JPDT01000244.1
F6602contig3926.1	LGKH01003254.1
HK1c0080	JPDT01000079.1
HK1c0767	JPDT01000766.1
CNFW01002003.1	ERS027644SCcontig002003
AFNU02000030.1	LIXH01000030.1
JQIR01000116.1	Sequence0000014295
LGUW01000115.1	P092contig201.1
CXDQ01000119.1	ERS009857SCcontig000119
F6602contig3875.1	LGKH01003197.1
AMSH01000119.1	JMSO01000223.1
JMSO01000232.1	contig183
HK1c2146	JPDT01002143.1
AJHJ01000089.1	LJCS01000089.1
CNFW01001187.1	ERS027644SCcontig001187
CP002831.1	FN563149.1
CP001173.1	CP001219.1
LJDX02000066.1	LJET02000066.1
F6602contig2995.1	LGKH01002219.1
GG739926.1	KQ236743.1
LGTK01000033.1	LKKT01000031.1
JYNY01000110.1	SAG1145
LJDX02000132.1	contig217
LJRP01000084.1	PttICMP459_Contig_125
LGDE01000199.1	P404contig275.1
JMSO01000062.1	LJET02000074.1
AAOS02000060.1	gcontig_1106166664350
AEJC01000329.1	gcontig_1108499722285
LFZW01000001.1	LGRV01000003.1
ADGX01000064.1	ctg00303
HK1c1397	JPDT01001394.1
CNFW01003362.1	ERS027644SCcontig003362
JPRF03000103.1	LHQM01000087.1
JYJF01000450.1	contig-450
F6602contig4611.1a	LGKH01004016.1
LFQK01000048.1	LHQM01000045.1
JPRF03000043.1	LIUQ01000033.1
JMSP01000217.1	LJET02000074.1
AMSH01000082.1	JZAM01000082.1
LGUW01000237.1	P092contig310.1
JMSP01000006.1	contig277
F6602contig3063.1	LGKH01002296.1
AMSH01000041.1	AQQZ01000041.1
CP001219.1	CP003389.1
CNFW01003231.1	ERS027644SCcontig003231
JMSP01000390.1	contig064
ABHU01000145.1	gcontig_1106613681640
CP001189.1	CP002480.1
LJQL01000293.1	PgyICMP2189_Contig_39
JXMU01000015.1	LDJX01000015.1
LGUV01000243.1	P046contig308.1
LJRN01000020.1	PtoICMP2844_Contig_351
F6602contig987.1	LGKH01005344.1
BRHa_1007342	LADU01000132.1
LJRD01000095.1	PreICMP16945_Contig_291
LFQK01000076.1	LHQM01000071.1
HK1c0403	JPDT01000402.1
LGDF01000015.1	P406contig111.1
CNFW01004160.1	ERS027644SCcontig004160
DS999546.1	GL636941.1
AEJC01000273.1	gcontig_1108499710243
HK1c1766	JPDT01001763.1
HK1c1211	JPDT01001208.1
AEJC01000040.1	gcontig_1108499722207
CYAV01000001.1	ERS085366SCcontig000001
F6602contig5313.1	LGKH01004796.1
CNFW01004378.1	ERS027644SCcontig004378
AAI_A_2195_scaffold98	HE972619.1
BBRT01000182.1	NODE_346
HK1c2116	JPDT01002113.1
B11479contig217.1	LFVR01000133.1
CNFW01003778.1	ERS027644SCcontig003778
CP001185.1	CP002480.1
HK1c0643	JPDT01000642.1
LJQL01000151.1	PgyICMP2189_Contig_402
B11479contig510.1	LFVR01000464.1
CP000661.1	FM204883.1
CNFW01000326.1	ERS027644SCcontig000326
CP002047.1	CR555306.1
CP000487.1	CP001127.1
AJHJ01000015.1	JMSP01000382.1
LGTK01000079.1	LKKT01000069.1
CP002770.1	FP929003.1
CYAV01000217.1	ERS085366SCcontig000217
CNFW01004204.1	ERS027644SCcontig004204
CNFW01002428.1	ERS027644SCcontig002428
HK1c1139	JPDT01001136.1
AJQY01000257.1	Contig_257
JYNY01000381.1	SAG1586
HK1c2581	JPDT01002577.1
LDVT01000098.1	contig1341
LJRD01000487.1	PreICMP16945_Contig_469
CBZV010000053.1	LHQM01000050.1
JQIP01000018.1	Sequence0000000606
F6602contig4042.1	LGKH01003384.1
CP000611.1	CP001737.1
F6602contig1988.1	LGKH01001099.1
JMSP01000489.1	JZAM01000347.1
GL891993.1	KQ236757.1
LGDW01000295.1	P435contig352.1
AAI_A_2195_scaffold7	HE972528.1
CNFW01002079.1	ERS027644SCcontig002079
F6602contig112.1	LGKH01000136.1
CP002403.1	L43967.2
BHUMctg152	LFMX01000137.1
LGTK01000022.1	LITJ01000022.1
GL891991.1	supercont1.13
LJDX02000134.1	contig219
CNFW01002752.1	ERS027644SCcontig002752
CP000444.1	Chromosome
JMSO01000142.1	contig109
GG704810.1	GL629647.1
CP000611.1	CP002047.1
F6602contig4594.1	LGKH01003996.1
AMSH01000081.1	LJET02000244.1
ALNM01000016.1	ctg120007584560
HK1c0300	JPDT01000299.1
AJQY01000470.1	Contig_470
B11479contig389.1	LFVR01000326.1
CYFX01000006.1	ERS150873SCcontig000006
JMSP01000314.1	LJDX02000070.1
JJOY01000053.1	scaffold37_1_size22738-refined
JMSP01000158.1	JZAM01000357.1
AMRN01000003.1	JZAM01000003.1
AMSH01000090.1	LJDX02000297.1
CNFW01001211.1	ERS027644SCcontig001211
JMSP01000660.1	contig649
HK1c1615	JPDT01001612.1
LJCS01000230.1	contig230
AQQZ01000039.1	LJET02000197.1
CP000661.1	CP002480.1
JZAM01000113.1	contig113
JYNY01000079.1	SAG11114
HK1c2966	JPDT01002960.1
AEJC01000136.1	gcontig_1108499728051
CQZO01000080.1	ERS020178SCcontig000080
F6602contig1581.1	LGKH01000648.1
HK1c1747	JPDT01001744.1
LJPW01000123.1	PcaICMP2855_Contig_163
JYJF01000603.1	contig-603
F6602contig161.1	LGKH01000680.1
F6602contig1053.1	LGKH01000062.1
F6602contig1733.1	LGKH01000817.1
HK1c2962	JPDT01002956.1
JZAM01000206.1	LJCS01000206.1
JXCG01000019.1	LJDX02000101.1
LGDE01000188.1	P404contig266.1
INSLA289_contig_55	LHAT01000055.1
CP001612.1	CP002010.1
CP000410.2	CP001868.2
ADGX01000042.1	ctg00207
F6602contig2895.1	LGKH01002107.1
B11479contig938.1	LFVR01000938.1
B11479contig306.1	LFVR01000233.1
LGTK01000083.1	LKKT01000073.1
AMSH01000109.1	LJCS01000109.1
LGDE01000411.1	P404contig466.1
LDNZ01000175.1	NODE_201_contig179
JZAM01000262.1	LJCS01000262.1
ADDO01000019.1	contig00077
CNFW01003263.1	ERS027644SCcontig003263
B11479contig65.1	LFVR01000618.1
JPRF03000016.1	JQIT01000011.1
B11479contig842.1	LFVR01000832.1
LJRN01000322.1	PtoICMP2844_Contig_60
LAMX01000017.1	NODE_48
GL636964.1	SCAFFOLD31
JZAM01000455.1	contig455
CNFW01002373.1	ERS027644SCcontig002373
JZAM01000182.1	contig182
CBZV010000002.1	LFQK01000002.1
LGDW01000354.1	P435contig404.1
AEJC01000463.1	gcontig_1108499729171
F6602contig5297.1	LGKH01004777.1
LHQM01000089.1	contig_97
HK1c1589	JPDT01001586.1
GL891982.1	JH376423.1
HK1c2988	JPDT01002982.1
F6602contig3749.1	LGKH01003057.1
LJDX02000232.1	LJET02000189.1
F6602contig2597.1	LGKH01001776.1
HK1c2250	JPDT01002247.1
F6602contig1738.1	LGKH01000822.1
ADDO01000011.1	AEXM01000013.1
JZAM01000058.1	LJDX02000261.1
CNFW01002422.1	ERS027644SCcontig002422
JMSO01000207.1	JZAM01000345.1
LJRD01000272.1	PreICMP16945_Contig_87
ADDO01000046.1	LKKT01000065.1
JX02_contig_5	LBCR01000027.1
JPRF03000076.1	LFQK01000007.1
JPRF03000030.1	LKIU01000005.1
F6602contig1253.1	LGKH01000284.1
Contig71	LKBH01000282.1
ADGX01000272.1	ctg00055
CP001127.1	HE576794.1
AEJC01000488.1	gcontig_1108499729153
JYNY01000212.1	SAG1320
CP001129.1	CP001612.1
JYNY01000446.1	SAG1697
JMSO01000046.1	LJET02000139.1
JQIP01000009.1	Sequence0000006979
B11479contig173.1	LFVR01000083.1
LGUW01000044.1	P092contig138.1
CNFW01003528.1	ERS027644SCcontig003528
CNFW01001048.1	ERS027644SCcontig001048
AAP93_Contigs_112	LJHZ01000112.1
JYNY01000498.1	SAG1775
CNFW01001277.1	ERS027644SCcontig001277
LJPT01000145.1	PatICMP4303_Contig_157
LDUI01000008	LDUI01000008.1
CNFW01003081.1	ERS027644SCcontig003081
ADDO01000068.1	LGTK01000034.1
LJRD01000455.1	PreICMP16945_Contig_361
B11479contig691.1	LFVR01000664.1
LGUV01000262.1	P046contig325.1
JZAM01000175.1	contig175
AEJC01000036.1	gcontig_1108499715943
ADDO01000040.1	LGTK01000002.1
CXDQ01000441.1	ERS009857SCcontig000441
HK1c2259	JPDT01002256.1
JMSO01000259.1	JMSP01000082.1
AEJC01000032.1	gcontig_1108499724971
CNFW01001274.1	ERS027644SCcontig001274
CP001056.1	CP002047.1
B11479contig283.1	LFVR01000206.1
LGEA01000156.1	P439contig75.1
LGUV01000139.1	P046contig215.1
JYJF01000193.1	contig-192
Contig_29_UM147	LFLE01000046.1
CNFW01002155.1	ERS027644SCcontig002155
HK1c0298	JPDT01000297.1
F6602contig147.1	LGKH01000524.1
CXDQ01000498.1	ERS009857SCcontig000498
JAIW01000037.1	contig000037
LDUI01000074	LDUI01000074.1
JYJF01000573.1	contig-573
JMSO01000114.1	JZAM01000168.1
CNFW01002228.1	ERS027644SCcontig002228
LGDE01000120.1	P404contig205.1
JMSO01000278.1	JZAM01000159.1
CP001737.1	CP002663.1
F6602contig4687.1	LGKH01004099.1
CP002130.1	CP002345.1
AWFO01000001.1	M1489_001
HK1c2643	JPDT01002639.1
CXDQ01000457.1	ERS009857SCcontig000457
CNFW01000296.1	ERS027644SCcontig000296
CNFW01002558.1	ERS027644SCcontig002558
DS999550.1	GG704821.1
JMSP01000243.1	contig291
CNFW01002225.1	ERS027644SCcontig002225
CP001431.1	CP003243.1
F6602contig2225.1	LGKH01001364.1
CNFW01000606.1	ERS027644SCcontig000606
JMSP01000429.1	LJCS01000186.1
CYAV01000138.1	ERS085366SCcontig000138
AEJC01000601.1	gcontig_1108499718961
JZAM01000204.1	LJET02000118.1
LIUQ01000008.1	contig_27
JMSO01000464.1	contig463
CYAV01000222.1	ERS085366SCcontig000222
CP001819.1	CP001962.1
HK1c2588	JPDT01002584.1
JPRF03000054.1	LIGE01000018.1
CNFW01004290.1	ERS027644SCcontig004290
AJHJ01000073.1	contig073
LJPW01000047.1	PcaICMP2855_Contig_180
DS999542.1	GL870932.1
JMSP01000040.1	LJET02000177.1
JMSO01000454.1	contig452
LGTK01000043.1	LKKT01000041.1
HK1c2879	JPDT01002873.1
LGUP01000200.1	P002contig268.1
AMSH01000008.1	JXMU01000008.1
HK1c2422	JPDT01002419.1
LJQL01000333.1	PgyICMP2189_Contig_182
CNFW01001944.1	ERS027644SCcontig001944
ADDO01000041.1	LKKT01000017.1
HK1c2886	JPDT01002880.1
JZAM01000223.1	LJDX02000139.1
BBRT01000254.1	NODE_518
CP000510.1	CP001056.1
JMSP01000306.1	contig141
BBRT01000210.1	NODE_403
GG668552.1	SCAFFOLD20
JYNY01000137.1	SAG118
AAI_A_2195_scaffold39	HE972560.1
JMSP01000320.1	JZAM01000246.1
LDNZ01000043.1	NODE_201_contig44
LJDX02000033.1	LJET02000033.1
LJRN01000285.1	PtoICMP2844_Contig_316
F6602contig1497.1	LGKH01000554.1
F6602contig4862.1	LGKH01004294.1
CNFW01001338.1	ERS027644SCcontig001338
BEN-C_U2A4042_Contig_55	CTEG01000051.1
LJPW01000055.1	PcaICMP2855_Contig_117
HK1c2742	JPDT01002736.1
HK1c0035	JPDT01000034.1
BBRT01000023.1	NODE_119
JPRF03000098.1	LIUQ01000048.1
F6602contig3239.1	LGKH01002491.1
JMSP01000444.1	contig230
LJRD01000189.1	PreICMP16945_Contig_454
CP000487.1	CP002573.1
JQIR01000085.1	Sequence0000006201
CNFW01001768.1	ERS027644SCcontig001768
JMSP01000508.1	contig394
LGTK01000131.1	LKKT01000102.1
LJCS01000138.1	contig138
LGEC01000046.1	P441contig137.1
AKJT01000116.1	PMI21_contig_143.143
CP000410.2	CP001127.1
HK1c1685	JPDT01001682.1
CP001185.1	CP001819.1
JMSP01000202.1	contig269
JQIR01000051.1	Sequence0000002984
LGDW01000044.1	P435contig133.1
CNFW01002601.1	ERS027644SCcontig002601
F6602contig2601.1	LGKH01001782.1
LGUP01000111.1	P002contig192.1
CM000724.1	CP000611.1
JJOY01000007.1	scaffold40_1_size19878-refined
LGEA01000042.1	P439contig135.1
HK1c0829	JPDT01000828.1
AEJC01000234.1	gcontig_1108499712519
CNFW01003702.1	ERS027644SCcontig003702
AAI_A_2195_scaffold12	HE972533.1
JYJF01000741.1	contig-741
JYJF01000748.1	contig-748
F6602contig237.1	LGKH01001524.1
F6602contig5064.1	LGKH01004519.1
HK1c1293	JPDT01001290.1
CNFW01000100.1	ERS027644SCcontig000100
BEN-C_U2A4042_Contig_30	CTEG01000024.1
CBZV010000007.1	LIGE01000022.1
LFMW01000002.1	sole5_c2
HK1c1149	JPDT01001146.1
CNFW01001541.1	ERS027644SCcontig001541
HK1c0228	JPDT01000227.1
JMSP01000442.1	LJDX02000138.1
HK1c0275	JPDT01000274.1
HK1c0818	JPDT01000817.1
HK1c1597	JPDT01001594.1
CNFW01002411.1	ERS027644SCcontig002411
AQQZ01000005.1	LJET02000209.1
JZAM01000312.1	contig312
JXMU01000002.1	contig2
LFQK01000033.1	LITU01000012.1
JMSO01000287.1	JZAM01000188.1
LJRD01000439.1	PreICMP16945_Contig_187
LJPW01000170.1	PcaICMP2855_Contig_185
JQIR01000112.1	Sequence0000012336
CP001185.1	CP002831.1
LJIE01000010.1	bac336_Scaffold10
ADGX01000374.1	ctg00290
CP000410.2	FM204883.1
CNFW01002137.1	ERS027644SCcontig002137
AJQY01000232.1	Contig_232
HK1c0684	JPDT01000683.1
JMSP01000465.1	LJDX02000210.1
HK1c0853	JPDT01000850.1
F6602contig1986.1a	LGKH01001097.1
CM000724.1	CP000510.1
LAMX01000011.1	NODE_37
LDVT01000157.1	contig1223
LJDX02000156.1	contig239
AFNU02000013.1	LIXH01000013.1
LJDX02000043.1	LJET02000043.1
F6602contig102.1	LGKH01000025.1
CP001962.1	CP002831.1
CNFW01002787.1	ERS027644SCcontig002787
CNFW01000681.1	ERS027644SCcontig000681
CP000903.1	CP002130.1
AJQY01000374.1	Contig_374
CNFW01001975.1	ERS027644SCcontig001975
CXZU01000022.1	ERS085374SCcontig000022
F6602contig5012.1	LGKH01004462.1
LJCS01000133.1	LJDX02000039.1
CNFW01001473.1	ERS027644SCcontig001473
ADDO01000052.1	LITJ01000053.1
AMSH01000036.1	JXMU01000035.1
LGEA01000025.1	P439contig12.1
LGDE01000458.1	P404contig8.1
CP000448.1	CP000903.1
AEJC01000382.1	gcontig_1108499714229
GG739926.1	JH724268.1
HK1c0018	JPDT01000017.1
HK1c1802	JPDT01001799.1
HK1c1460	JPDT01001457.1
ADGX01000242.1	ctg00317
AEJC01000524.1	gcontig_1108499722219
LJQL01000083.1	PgyICMP2189_Contig_408
CP001185.1	CR555306.1
HK1c0161	JPDT01000160.1
B11479contig782.1	LFVR01000765.1
JMSO01000314.1	LJCS01000242.1
LITU01000077.1	contig_631
BBRT01000293.1	NODE_63
LGDW01000019.1	P435contig112.1
BBRT01000030.1	NODE_127
F6602contig2304.1	LGKH01001452.1
JMSP01000529.1	JZAM01000447.1
F6602contig4777.1	LGKH01004199.1
CNFW01001173.1	ERS027644SCcontig001173
F6602contig553.1	LGKH01004863.1
LJDX02000282.1	LJET02000239.1
CNFW01004012.1	ERS027644SCcontig004012
Contig10	LIXH01000010.1
CNFW01000109.1	ERS027644SCcontig000109
LCAH01000027.1	UU35_C0027
AABF01000133.1	Contig0228
F6602contig2767.1	LGKH01001965.1
JMSP01000418.1	LJCS01000160.1
LDNZ01000161.1	NODE_201_contig165
BRHa_1000081	LADU01000088.1
AJQY01000101.1	Contig_101
LJQL01000360.1	PgyICMP2189_Contig_413
JAIW01000060.1	contig000060
JYJF01000011.1	contig-10
F6602contig1429.1	LGKH01000479.1
LJQL01000167.1	PgyICMP2189_Contig_419
LJRN01000131.1	PtoICMP2844_Contig_348
AMSH01000032.1	LJET02000190.1
LGUW01000088.1	P092contig178.1
CNFW01003251.1	ERS027644SCcontig003251
B11479contig915.1	LFVR01000913.1
AM421808.1	CM000724.1
HK1c0523	JPDT01000522.1
LGUP01000174.1	P002contig247.1
BRHa_1002713	LADU01000086.1
DS990557.1	scf_1106012173547
AEZI02000012.1	Contig1651130527
GG668541.1	GL870937.1
JAIW01000021.1	contig000021
LGDE01000027.1	P404contig122.1
JMSP01000382.1	LJCS01000015.1
CP000661.1	CP001127.1
LJQL01000264.1	PgyICMP2189_Contig_380
HK1c2291	JPDT01002288.1
AEJC01000129.1	gcontig_1108499727997
BBRT01000041.1	NODE_14
BBRT01000216.1	NODE_42
HK1c1921	JPDT01001918.1
F6602contig1922.1	LGKH01001027.1
GG704575.1	JH414890.1
CYAV01000092.1	ERS085366SCcontig000092
JMSP01000373.1	LJDX02000026.1
HK1c1600	JPDT01001597.1
HK1c2931	JPDT01002925.1
JYJF01000795.1	contig-795
Contig41	LKBH01000249.1
AJQY01000316.1	Contig_316
CXDQ01000358.1	ERS009857SCcontig000358
CNFW01002062.1	ERS027644SCcontig002062
B11479contig313.1	LFVR01000241.1
HK1c0013	JPDT01000012.1
F6602contig1312.1	LGKH01000350.1
CNFW01003723.1	ERS027644SCcontig003723
CXDQ01000353.1	ERS009857SCcontig000353
LGUP01000172.1	P002contig245.1
HK1c2212	JPDT01002209.1
FM204883.1	FP929003.1
JYNY01000528.1	SAG1824
CBZV010000072.1	LIUQ01000105.1
JMSO01000011.1	LJDX02000039.1
LFQK01000011.1	LGCK01000003.1
LJRD01000041.1	PreICMP16945_Contig_315
B11479contig853.1	LFVR01000844.1
HK1c3036	JPDT01003029.1
F6602contig4282.1	LGKH01003650.1
CNFW01001848.1	ERS027644SCcontig001848
AAP93_Contigs_11	LJHZ01000011.1
JXCG01000010.1	LJET02000002.1
JYJF01000687.1	contig-687
CNFW01002705.1	ERS027644SCcontig002705
F6602contig1221.1a	LGKH01000249.1
CBZV010000028.1	LIUQ01000047.1
AABF01000010.1	Contig0358
JMSP01000408.1	contig130
HK1c2650	JPDT01002646.1
CYFX01000072.1	ERS150873SCcontig000072
JYJF01000728.1	contig-728
DS999550.1	GL636945.1
CQZO01000071.1	ERS020178SCcontig000071
JPRF03000020.1	LHQM01000017.1
HK1c1528	JPDT01001525.1
GG739942.1	GL891995.1
JZAM01000223.1	LJET02000139.1
JYJF01000993.1	contig-993
AAP38_Contigs_60	LJHR01000060.1
LJQL01000214.1	PgyICMP2189_Contig_156
JYJF01000921.1	contig-921
LGUV01000016.1	P046contig112.1
CNFW01002310.1	ERS027644SCcontig002310
LGUV01000146.1	P046contig221.1a
F6602contig4656.1	LGKH01004065.1
CP001737.1	CP002831.1
LIUQ01000033.1	contig_4
CNFW01001227.1	ERS027644SCcontig001227
LHAT01000090	LHAT01000090.1
CNFW01003706.1	ERS027644SCcontig003706
F6602contig1021.1	LGKH01000027.1
GL636968.1	SCAFFOLD35
LJQL01000413.1	PgyICMP2189_Contig_356
BRHa_1002263	LADU01000114.1
JMSP01000256.1	contig071
AJML01000015.1	ctg120004772329
CNFW01003639.1	ERS027644SCcontig003639
JMSP01000258.1	LJDX02000141.1
HK1c1209	JPDT01001206.1
DS999541.1	SCAFFOLD3
JQIR01000061.1	Sequence0000003598
LGDE01000433.1	P404contig57.1
LGUV01000276.1	P046contig338.1
AQQZ01000054.1	contig54
CNFW01003614.1	ERS027644SCcontig003614
HK1c0040	JPDT01000039.1
CNFW01003751.1	ERS027644SCcontig003751
AMSH01000043.1	JZAM01000043.1
CP002345.1	CP002824.1
AJHJ01000083.1	LJCS01000083.1
JMSO01000288.1	JMSP01000181.1
JMSO01000109.1	contig171
INSLA289_contig_123	LHAT01000123.1
ADGX01000175.1	ctg00189
Contig47	LKBH01000255.1
AAOS02000015.1	gcontig_1106166534824
JZAM01000047.1	contig47
B11479contig130.1	LFVR01000036.1
LJQL01000261.1	PgyICMP2189_Contig_289
F6602contig2887.1	LGKH01002098.1
CNFW01002575.1	ERS027644SCcontig002575
JMSO01000303.1	LJET02000136.1
AKJT01000004.1	PMI21_contig_8.8
JMSP01000417.1	contig159
LDVT01000127.1	contig1283
CYAV01000180.1	ERS085366SCcontig000180
LHQM01000023.1	LIUQ01000045.1
GG749026.1	JH724278.1
JYJF01000233.1	contig-233
JMSP01000743.1	contig745
JZAM01000221.1	LJDX02000137.1
LJCS01000163.1	LJDX02000072.1
LJCS01000141.1	LJET02000048.1
CNFW01001857.1	ERS027644SCcontig001857
JMSO01000399.1	JMSP01000045.1
CNFW01002596.1	ERS027644SCcontig002596
BBRT01000288.1	NODE_62
JMSP01000599.1	contig562
JYNY01000346.1	SAG1527
BRHa_1005634	LADU01000053.1
HK1c0700	JPDT01000699.1
HK1c1164	JPDT01001161.1
F6602contig1378.1	LGKH01000422.1
LGUW01000297.1	P092contig365.1
LIGE01000033.1	LIUQ01000090.1
LJDX02000259.1	contig56
JXCG01000004.1	LJDX02000241.1
JPRF03000068.1	contig_62
AEJC01000133.1	gcontig_1108499712559
ADDO01000003.1	LGTK01000063.1
JXMU01000016.1	LJDX02000068.1
LJRD01000332.1	PreICMP16945_Contig_377
B11479contig767.1	LFVR01000748.1
LGDW01000226.1	P435contig290.1
CP000510.1	CP001819.1
AJQY01000368.1	Contig_368
LDNZ01000239.1	NODE_107_length_479
ALNM01000023.1	ctg120007584563
JYJF01000964.1	contig-964
CNFW01004221.1	ERS027644SCcontig004221
AQQZ01000012.1	JXMU01000012.1
JPRF03000050.1	LIUQ01000128.1
CP001185.1	CP002345.1
CYFX01000111.1	ERS150873SCcontig000111
AMSH01000007.1	AQQZ01000007.1
ADGX01000350.1	ctg00262
LHAT01000146	LHAT01000146.1
JMSO01000013.1	JZAM01000131.1
CNFW01002761.1	ERS027644SCcontig002761
GG749043.1	supercont1.28
JYJF01001123.1	contig-1126
CNFW01001796.1	ERS027644SCcontig001796
AEJC01000680.1	gcontig_1108499705245
JMSO01000259.1	LDJX01000001.1
BBRT01000327.1	NODE_8
Contig53	LIXH01000053.1
AJML01000003.1	ctg120004772322
LIXH01000034.1	LKBH01000241.1
LFQK01000042.1	LIUQ01000022.1
JMSP01000333.1	contig099
BBRT01000100.1	NODE_204
F6602contig2026.1	LGKH01001143.1
BHUMctg272	LFMX01000246.1
F6602contig3110.1	LGKH01002349.1
F6602contig899.1	LGKH01005246.1
BA000043.1	CP001431.1
JYNY01000633.1	SAG1967
CVRS01000044.1	RIL183_138
JMSO01000227.1	JMSP01000404.1
F6602contig611.1	LGKH01004928.1
LDNZ01000050.1	NODE_201_contig52
F6602contig1940.1	LGKH01001047.1
JMSO01000279.1	LJDX02000083.1
LJQL01000013.1	PgyICMP2189_Contig_144
LJRN01000221.1	PtoICMP2844_Contig_276
LJCS01000210.1	LJET02000125.1
LGCK01000004.1	LHQM01000008.1
F6602contig3956.1	LGKH01003287.1
LFYT02000053.1	LimC-II-D5-C53
CYAV01000273.1	ERS085366SCcontig000273
JZAM01000294.1	contig294
AEJC01000055.1	gcontig_1108499724929
F6602contig1114.1	LGKH01000130.1
AJQY01000034.1	Contig_034
